	sample.name	Sample.Name	Protocol.REF_x	Parameter.Value.Post.Extraction.	Parameter.Value.Derivatization.	Extract.Name	Protocol.REF.1	Parameter.Value.Chromatography.Instrument.	Term.Source.REF_x	Term.Accession.Number_x	Parameter.Value.Column.model.	Parameter.Value.Column.type.	Labeled.Extract.Name	Label	Term.Source.REF.1_x	Term.Accession.Number.1_x	Protocol.REF.2	Parameter.Value.Scan.polarity.	Parameter.Value.Scan.m.z.range.	Parameter.Value.Instrument.	Term.Source.REF.2_x	Term.Accession.Number.2_x	Parameter.Value.Ion.source.	Term.Source.REF.3_x	Term.Accession.Number.3_x	Parameter.Value.Mass.analyzer.	Term.Source.REF.4_x	Term.Accession.Number.4_x	MS.Assay.Name	Raw.Spectral.Data.File	Protocol.REF.3	Normalization.Name	Derived.Spectral.Data.File	Protocol.REF.4	Data.Transformation.Name	Metabolite.Assignment.File	Source.Name	Characteristics.Organism.	Term.Source.REF_y	Term.Accession.Number_y	Characteristics.Variant.	Term.Source.REF.1_y	Term.Accession.Number.1_y	Characteristics.Organism.part.	Term.Source.REF.2_y	Term.Accession.Number.2_y	Protocol.REF_y	Factor.Value.feeding.	Term.Source.REF.3_y	Term.Accession.Number.3_y	Factor.Value.tissue.source.	Term.Source.REF.4_y	Term.Accession.Number.4_y	Factor.Value.genotype.	Term.Source.REF.5	Term.Accession.Number.5	Factor.Value.replicate.	Term.Source.REF.6	Term.Accession.Number.6
187	SRC.1....Fasted_rep3_brain	SRC-1-/- Fasted_rep3_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fasted_rep3_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fasted			brain			Src1 knockout			3		
188	SRC.1....Fasted_rep4_brain	SRC-1-/- Fasted_rep4_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fasted_rep4_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fasted			brain			Src1 knockout			4		
189	SRC.1....Fasted_rep5_brain	SRC-1-/- Fasted_rep5_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fasted_rep5_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fasted			brain			Src1 knockout			5		
190	SRC.1....Fed_rep1_brain.1	SRC-1+/+ Fed_rep1_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fed_rep1_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fed			brain			Src1 wild-type			1		
191	SRC.1....Fed_rep2_brain.1	SRC-1+/+ Fed_rep2_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fed_rep2_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fed			brain			Src1 wild-type			2		
192	SRC.1....Fed_rep3_brain.1	SRC-1+/+ Fed_rep3_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fed_rep3_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fed			brain			Src1 wild-type			3		
193	SRC.1....Fed_rep4_brain.1	SRC-1+/+ Fed_rep4_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fed_rep4_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fed			brain			Src1 wild-type			4		
194	SRC.1....Fed_rep5_brain.1	SRC-1+/+ Fed_rep5_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fed_rep5_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fed			brain			Src1 wild-type			5		
195	SRC.1....Fasted_rep1_brain.1	SRC-1+/+ Fasted_rep1_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fasted_rep1_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fasted			brain			Src1 wild-type			1		
196	SRC.1....Fasted_rep2_brain.1	SRC-1+/+ Fasted_rep2_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fasted_rep2_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fasted			brain			Src1 wild-type			2		
197	SRC.1....Fasted_rep3_brain.1	SRC-1+/+ Fasted_rep3_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fasted_rep3_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fasted			brain			Src1 wild-type			3		
198	SRC.1....Fasted_rep4_brain.1	SRC-1+/+ Fasted_rep4_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fasted_rep4_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fasted			brain			Src1 wild-type			4		
199	SRC.1....Fasted_rep5_brain.1	SRC-1+/+ Fasted_rep5_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1+/+ Fasted_rep5_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fasted			brain			Src1 wild-type			5		
200	SRC.2....Fed_rep1_brain	SRC-2-/- Fed_rep1_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fed_rep1_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fed			brain			Src2 knockout			1		
201	SRC.2....Fed_rep2_brain	SRC-2-/- Fed_rep2_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fed_rep2_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fed			brain			Src2 knockout			2		
202	SRC.2....Fed_rep3_brain	SRC-2-/- Fed_rep3_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fed_rep3_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fed			brain			Src2 knockout			3		
203	SRC.2....Fed_rep4_brain	SRC-2-/- Fed_rep4_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fed_rep4_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fed			brain			Src2 knockout			4		
204	SRC.2....Fed_rep5_brain	SRC-2-/- Fed_rep5_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fed_rep5_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fed			brain			Src2 knockout			5		
205	SRC.2....Fasted_rep1_brain	SRC-2-/- Fasted_rep1_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fasted_rep1_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fasted			brain			Src2 knockout			1		
206	SRC.2....Fasted_rep2_brain	SRC-2-/- Fasted_rep2_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fasted_rep2_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fasted			brain			Src2 knockout			2		
207	SRC.2....Fasted_rep3_brain	SRC-2-/- Fasted_rep3_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fasted_rep3_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fasted			brain			Src2 knockout			3		
208	SRC.2....Fasted_rep4_brain	SRC-2-/- Fasted_rep4_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fasted_rep4_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fasted			brain			Src2 knockout			4		
209	SRC.2....Fasted_rep5_brain	SRC-2-/- Fasted_rep5_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2-/- Fasted_rep5_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fasted			brain			Src2 knockout			5		
210	SRC.2....Fed_rep1_brain.1	SRC-2+/+ Fed_rep1_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fed_rep1_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fed			brain			Src2 wild-type			1		
211	SRC.2....Fed_rep2_brain.1	SRC-2+/+ Fed_rep2_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fed_rep2_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fed			brain			Src2 wild-type			2		
212	SRC.2....Fed_rep3_brain.1	SRC-2+/+ Fed_rep3_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fed_rep3_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fed			brain			Src2 wild-type			3		
213	SRC.2....Fed_rep4_brain.1	SRC-2+/+ Fed_rep4_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fed_rep4_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fed			brain			Src2 wild-type			4		
214	SRC.2....Fed_rep5_brain.1	SRC-2+/+ Fed_rep5_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fed_rep5_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fed			brain			Src2 wild-type			5		
215	SRC.2....Fasted_rep1_brain.1	SRC-2+/+ Fasted_rep1_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fasted_rep1_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fasted			brain			Src2 wild-type			1		
216	SRC.2....Fasted_rep2_brain.1	SRC-2+/+ Fasted_rep2_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fasted_rep2_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fasted			brain			Src2 wild-type			2		
217	SRC.2....Fasted_rep3_brain.1	SRC-2+/+ Fasted_rep3_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fasted_rep3_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fasted			brain			Src2 wild-type			3		
218	SRC.2....Fasted_rep4_brain.1	SRC-2+/+ Fasted_rep4_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fasted_rep4_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fasted			brain			Src2 wild-type			4		
